fighter_name,Height,Weight,Reach,Stance,DOB,win_by,date,win
Yana Kunitskaya,66.0,135.0,68.0,Orthodox,1989-11-11,KO,2018-03-03,0
Leo Kuntz,70.0,155.0,74.0,Orthodox,1983-10-03,Other,2015-11-28,0
Leo Kuntz,70.0,155.0,74.0,Orthodox,1983-10-03,Submission,2015-05-23,0
Mike Kyle,76.0,205.0,77.0,Orthodox,1980-03-31,KO,2005-02-05,1
Mike Kyle,76.0,205.0,77.0,Orthodox,1980-03-31,KO,2004-04-02,1
Mike Kyle,76.0,205.0,77.0,Orthodox,1980-03-31,KO,2004-08-21,0
Aspen Ladd,66.0,135.0,66.0,Orthodox,1995-03-01,KO,2019-12-07,1
Aspen Ladd,66.0,135.0,66.0,Orthodox,1995-03-01,Other,2019-05-18,1
Aspen Ladd,66.0,135.0,66.0,Orthodox,1995-03-01,KO,2018-10-06,1
Aspen Ladd,66.0,135.0,66.0,Orthodox,1995-03-01,KO,2019-07-13,0
Aspen Ladd,66.0,135.0,66.0,Orthodox,1995-03-01,KO,2017-10-21,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,KO,2018-10-06,0
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2018-04-21,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,KO,2017-07-22,0
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2017-02-11,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2015-12-11,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2015-03-21,0
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2014-04-11,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2013-12-14,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2013-11-09,1
Ryan LaFlare,73.0,170.0,74.0,Southpaw,1983-10-01,Other,2013-04-06,1
Noad Lahat,69.0,145.0,69.0,Orthodox,1984-06-08,KO,2016-02-06,0
Noad Lahat,69.0,145.0,69.0,Orthodox,1984-06-08,Other,2015-06-20,1
Noad Lahat,69.0,145.0,69.0,Orthodox,1984-06-08,Other,2014-07-26,1
Noad Lahat,69.0,145.0,69.0,Orthodox,1984-06-08,KO,2014-03-23,0
Tina Lahdemaki,62.0,115.0,62.0,Orthodox,1988-05-28,Other,2014-07-16,0
Tim Lajcik,73.0,225.0,74.70833333333333,Orthodox,1965-06-21,Other,1999-09-24,0
Tim Lajcik,73.0,225.0,74.70833333333333,Orthodox,1965-06-21,Other,2000-09-22,0
Tim Lajcik,73.0,225.0,74.70833333333333,Orthodox,1965-06-21,KO,1999-07-16,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2019-06-08,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2018-11-17,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Other,2018-06-09,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2017-12-16,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2017-07-29,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Submission,2016-11-05,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Other,2015-11-21,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Submission,2014-11-15,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Other,2014-06-28,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2011-06-26,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Other,2016-06-04,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2015-04-04,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Other,2014-02-01,0
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,KO,2013-01-26,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Other,2012-06-22,1
Ricardo Lamas,68.0,145.0,71.0,Orthodox,1982-05-21,Submission,2011-11-12,1
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,KO,2007-03-03,1
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,KO,2006-06-28,1
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,KO,2006-04-15,1
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,Submission,2006-03-04,1
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,Submission,2008-09-06,0
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,KO,2008-06-07,0
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,KO,2008-01-19,0
Jason Lambert,75.0,185.0,75.0,Orthodox,1975-06-03,KO,2006-09-23,0
Nate Landwehr,69.0,145.0,72.0,Orthodox,1988-06-06,KO,2020-01-25,0
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,Other,2018-10-06,0
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,Other,2018-05-27,1
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,KO,2017-10-21,0
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,Other,2017-03-18,1
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,Other,2020-01-25,0
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,Other,2019-09-28,1
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,Other,2019-06-01,1
Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,KO,2016-09-24,0
Taylor Lapilus,66.0,135.0,73.0,Southpaw,1992-04-08,Other,2016-09-03,1
Taylor Lapilus,66.0,135.0,73.0,Southpaw,1992-04-08,KO,2015-06-20,1
Taylor Lapilus,66.0,135.0,73.0,Southpaw,1992-04-08,Other,2015-04-11,1
Taylor Lapilus,66.0,135.0,73.0,Southpaw,1992-04-08,Other,2015-11-21,0
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,KO,2018-12-08,0
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,KO,2017-12-16,1
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,KO,2017-07-08,1
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,KO,2016-08-27,1
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,KO,2015-08-23,0
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,Other,2015-04-25,1
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,Other,2014-10-04,1
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,Other,2014-04-16,1
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,KO,2018-05-19,0
Chad Laprise,70.0,170.0,71.0,Orthodox,1986-07-23,Other,2016-03-19,0
Anthony Lapsley,69.0,170.0,71.0,Southpaw,1980-02-13,KO,2014-05-10,0
Anthony Lapsley,69.0,170.0,71.0,Southpaw,1980-02-13,Other,2013-11-16,0
Icho Larenas,75.0,235.0,76.8076923076923,Orthodox,1980-03-12,KO,2006-03-04,0
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,Other,2016-01-02,0
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,Other,2014-08-30,0
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,Other,2014-01-15,0
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,KO,2016-08-20,1
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,Other,2016-05-29,1
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,KO,2015-06-27,1
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,KO,2015-01-18,1
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,KO,2014-05-10,0
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,Other,2013-11-06,1
Lorenz Larkin,71.0,170.0,72.0,Orthodox,1986-09-03,Other,2013-04-20,0
Jeremy Larsen,70.0,145.0,70.0,Orthodox,1984-05-18,KO,2013-10-19,0
Jeremy Larsen,70.0,145.0,70.0,Orthodox,1984-05-18,KO,2013-05-18,0
Jeremy Larsen,70.0,145.0,70.0,Orthodox,1984-05-18,KO,2012-06-01,0
Brock Larson,71.0,170.0,71.0,Southpaw,1977-08-23,Submission,2009-05-23,1
Brock Larson,71.0,170.0,71.0,Southpaw,1977-08-23,Submission,2009-04-01,1
Brock Larson,71.0,170.0,71.0,Southpaw,1977-08-23,Other,2006-12-13,1
Brock Larson,71.0,170.0,71.0,Southpaw,1977-08-23,KO,2009-11-21,0
Brock Larson,71.0,170.0,71.0,Southpaw,1977-08-23,Other,2009-09-16,0
Brock Larson,71.0,170.0,71.0,Southpaw,1977-08-23,Other,2005-10-03,0
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Other,2018-12-29,0
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Other,2017-09-09,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,KO,2016-01-17,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,KO,2015-07-18,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,KO,2014-10-04,0
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,KO,2014-07-19,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Other,2020-02-08,0
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,KO,2019-08-10,0
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Submission,2018-02-24,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,KO,2016-09-03,0
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Other,2016-03-05,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Submission,2014-03-08,1
Ilir Latifi,70.0,205.0,73.0,Orthodox,1983-07-28,Other,2013-04-06,0
Sione Latu,72.0,215.0,73.75,Orthodox,,KO,1999-03-05,1
Jenel Lausa,65.0,125.0,68.0,Orthodox,1988-08-01,Submission,2018-06-23,0
Jenel Lausa,65.0,125.0,68.0,Orthodox,1988-08-01,Other,2017-11-18,0
Jenel Lausa,65.0,125.0,68.0,Orthodox,1988-08-01,Other,2017-04-08,0
Jenel Lausa,65.0,125.0,68.0,Orthodox,1988-08-01,Other,2016-11-26,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2019-10-18,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2018-04-07,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2017-11-11,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2017-04-22,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2017-01-15,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2016-08-27,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2015-12-11,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2015-07-25,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2015-01-31,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2014-09-05,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2013-12-14,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2013-08-17,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2012-08-04,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2011-06-26,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2010-08-28,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2009-02-07,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2008-09-17,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2007-11-17,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2007-06-23,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2006-09-23,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2016-07-09,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2012-12-29,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2012-02-25,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2011-10-08,1
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Submission,2010-11-20,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,Other,2010-01-02,0
Joe Lauzon,70.0,155.0,71.0,Orthodox,1984-05-22,KO,2008-04-02,0
Dan Lauzon,70.0,155.0,71.77173913043478,Orthodox,1988-03-30,Other,2010-05-29,0
Dan Lauzon,70.0,155.0,71.77173913043478,Orthodox,1988-03-30,Submission,2010-01-02,0
Dan Lauzon,70.0,155.0,71.77173913043478,Orthodox,1988-03-30,KO,2006-10-14,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Submission,2019-03-02,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2017-12-16,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2017-07-29,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2016-07-30,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2016-01-02,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2015-07-11,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2014-07-26,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2014-05-24,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2013-07-27,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2003-11-21,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2002-11-22,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2002-06-22,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2002-05-10,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2019-08-03,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2014-12-06,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2014-03-15,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Other,2013-11-16,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2013-02-23,1
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Submission,2004-10-22,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,KO,2004-04-02,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,1982-03-20,Submission,2003-04-25,0
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Submission,2011-11-19,0
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Submission,2010-05-08,0
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Submission,2009-07-11,1
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Other,2008-12-13,1
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Other,2016-03-05,0
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,KO,2015-07-25,1
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Submission,2013-04-06,1
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Other,2012-11-17,0
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,KO,2012-05-15,1
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Other,2010-10-23,1
Tom Lawlor,72.0,205.0,74.0,Southpaw,1983-05-15,Other,2010-01-11,0
Justin Lawrence,68.0,145.0,67.0,Orthodox,1990-05-15,Submission,2013-04-13,0
Justin Lawrence,68.0,145.0,67.0,Orthodox,1990-05-15,KO,2012-08-11,0
Justin Lawrence,68.0,145.0,67.0,Orthodox,1990-05-15,KO,2012-06-01,1
Valmir Lazaro,72.0,155.0,73.0,Orthodox,1985-08-15,Other,2015-11-21,0
Valmir Lazaro,72.0,155.0,73.0,Orthodox,1985-08-15,Other,2015-02-28,1
Valmir Lazaro,72.0,155.0,73.0,Orthodox,1985-08-15,Other,2014-08-23,0
Cung Le,69.0,185.0,69.0,Southpaw,1972-05-25,Other,2012-07-07,1
Cung Le,69.0,185.0,69.0,Southpaw,1972-05-25,KO,2014-08-23,0
Cung Le,69.0,185.0,69.0,Southpaw,1972-05-25,KO,2012-11-10,1
Cung Le,69.0,185.0,69.0,Southpaw,1972-05-25,KO,2011-11-19,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2013-12-28,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2013-07-06,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2012-12-29,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2011-11-05,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2011-01-01,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Submission,2010-07-03,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2010-06-19,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2010-01-11,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2008-03-01,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2007-09-19,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2006-08-17,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2006-04-06,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2006-01-16,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Submission,2005-10-03,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2005-08-06,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2005-04-09,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2011-07-02,1
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Submission,2009-08-29,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2008-10-18,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Other,2007-05-26,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,Submission,2006-12-30,0
Chris Leben,71.0,185.0,74.0,Southpaw,1980-07-21,KO,2006-06-28,0
Mickael Lebout,71.0,155.0,73.0,Orthodox,1987-08-16,Other,2015-07-18,1
Mickael Lebout,71.0,155.0,73.0,Orthodox,1987-08-16,Other,2015-10-24,0
Mickael Lebout,71.0,155.0,73.0,Orthodox,1987-08-16,Other,2015-04-11,0
Justin Ledet,76.0,205.0,80.0,Orthodox,1988-09-28,Other,2018-07-22,0
Justin Ledet,76.0,205.0,80.0,Orthodox,1988-09-28,Other,2017-09-16,1
Justin Ledet,76.0,205.0,80.0,Orthodox,1988-09-28,Submission,2016-11-19,1
Justin Ledet,76.0,205.0,80.0,Orthodox,1988-09-28,Other,2020-01-18,0
Justin Ledet,76.0,205.0,80.0,Orthodox,1988-09-28,KO,2019-02-02,0
Justin Ledet,76.0,205.0,80.0,Orthodox,1988-09-28,Other,2016-08-06,1
James Lee,71.0,205.0,72.68125,Southpaw,1973-09-22,KO,2008-01-19,0
David Lee,70.0,155.0,71.77173913043478,Orthodox,,Submission,2007-04-21,0
David Lee,70.0,155.0,71.77173913043478,Orthodox,,Submission,2006-09-23,0
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,KO,2014-05-31,0
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Other,2013-02-16,1
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Other,2015-07-18,0
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Other,2014-03-01,1
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Submission,2013-06-08,0
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Submission,2012-07-11,0
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Submission,2012-02-25,1
Vaughan Lee,66.0,125.0,66.0,Orthodox,1982-10-15,Other,2011-11-05,0
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2020-03-14,0
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,KO,2019-11-02,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Other,2018-12-15,0
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2016-11-19,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2015-07-15,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2019-05-18,0
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,KO,2018-04-21,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2017-10-07,0
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2017-06-25,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Submission,2017-03-11,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,KO,2016-07-08,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Other,2016-04-23,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,KO,2015-12-12,0
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Other,2015-02-14,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Other,2014-09-27,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Other,2014-07-06,1
Kevin Lee,69.0,170.0,77.0,Orthodox,1992-09-04,Other,2014-02-01,0
Rocky Lee,69.0,145.0,68.0,Orthodox,1987-04-08,Other,2015-04-11,0
Andrea Lee,66.0,125.0,69.0,Orthodox,1989-02-11,Other,2019-06-22,1
Andrea Lee,66.0,125.0,69.0,Orthodox,1989-02-11,Other,2020-02-08,0
Andrea Lee,66.0,125.0,69.0,Orthodox,1989-02-11,Other,2019-09-07,0
Andrea Lee,66.0,125.0,69.0,Orthodox,1989-02-11,Other,2019-02-17,1
Andrea Lee,66.0,125.0,69.0,Orthodox,1989-02-11,Other,2018-05-19,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2018-09-22,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,KO,2018-05-12,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2017-10-07,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2017-04-22,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2016-11-19,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Submission,2016-08-06,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Submission,2015-01-31,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,KO,2014-04-11,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2013-08-03,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Submission,2008-10-25,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2008-06-07,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Submission,2007-08-25,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Submission,2007-06-23,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2007-04-07,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2016-02-27,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2015-07-18,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,KO,2014-08-23,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2013-11-16,1
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2009-08-08,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2009-04-18,0
Thales Leites,73.0,185.0,78.0,Orthodox,1981-09-06,Other,2006-11-11,0
Amanda Lemos,64.0,135.0,65.0,Southpaw,1987-05-22,Submission,2019-12-21,1
Amanda Lemos,64.0,135.0,65.0,Southpaw,1987-05-22,KO,2017-07-16,0
Christophe Leninger,72.0,200.0,73.75,Southpaw,,Other,1997-05-30,0
Christophe Leninger,72.0,200.0,73.75,Southpaw,,KO,1994-09-09,0
Jesse Lennox,69.0,170.0,72.0,Orthodox,1982-03-10,KO,2009-08-08,1
Jesse Lennox,69.0,170.0,72.0,Orthodox,1982-03-10,Submission,2010-06-12,0
Jesse Lennox,69.0,170.0,72.0,Orthodox,1982-03-10,Other,2010-01-11,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2018-06-01,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Submission,2017-11-18,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2017-02-11,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,KO,2016-09-10,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2015-12-19,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Submission,2015-05-30,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,KO,2012-08-11,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2011-06-26,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2009-09-19,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2020-01-25,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,KO,2019-05-18,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2019-02-17,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,KO,2018-10-06,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2014-05-10,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2013-12-14,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2013-05-18,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2013-01-19,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,KO,2012-01-28,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2011-12-10,0
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Submission,2011-03-26,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2010-11-20,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2010-08-28,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2010-03-31,1
Nik Lentz,68.0,155.0,68.0,Orthodox,1984-08-13,Other,2010-01-11,0
