R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country
Michel Pereira,Zelim Imadaev,-112,-112,89.28571429,89.28571429,9/5/2020,"Las Vegas, Nevada, USA",USA
Brian Kelleher,Ray Rodriguez,-380,315,26.31578947,315,9/5/2020,"Las Vegas, Nevada, USA",USA
Andre Muniz,Bartosz Fabinski,132,-165,132,60.60606061,9/5/2020,"Las Vegas, Nevada, USA",USA
Viviane Araujo,Montana De La Rosa,-182,145,54.94505495,145,9/5/2020,"Las Vegas, Nevada, USA",USA
Cole Smith,Hunter Azure,185,-235,185,42.55319149,9/5/2020,"Las Vegas, Nevada, USA",USA
Anthony Smith,Aleksandar Rakic,225,-278,225,35.97122302,8/29/2020,"Las Vegas, Nevada, USA",USA
Robbie Lawler,Neil Magny,200,-250,200,40,8/29/2020,"Las Vegas, Nevada, USA",USA
Ji Yeon Kim,Alexa Grasso,230,-315,230,31.74603175,8/29/2020,"Las Vegas, Nevada, USA",USA
Ricardo Lamas,Bill Algeo,-335,240,29.85074627,240,8/29/2020,"Las Vegas, Nevada, USA",USA
Maki Pitolo,Impa Kasanganay,115,-139,115,71.94244604,8/29/2020,"Las Vegas, Nevada, USA",USA
Mallory Martin,Hannah Cifers,-315,239,31.74603175,239,8/29/2020,"Las Vegas, Nevada, USA",USA
Alessio Di Chirico,Zak Cummings,-114,-109,87.71929825,91.74311927,8/29/2020,"Las Vegas, Nevada, USA",USA
Alex Caceres,Austin Springer,-225,176,44.44444444,176,8/29/2020,"Las Vegas, Nevada, USA",USA
Polyana Viana,Emily Whitmire,110,-139,110,71.94244604,8/29/2020,"Las Vegas, Nevada, USA",USA
Sean Brady,Christian Aguilera,-455,330,21.97802198,330,8/29/2020,"Las Vegas, Nevada, USA",USA
Pedro Munhoz,Frankie Edgar,-278,225,35.97122302,225,8/22/2020,"Las Vegas, Nevada, USA",USA
Marcin Prachnio,Mike Rodriguez,188,-240,188,41.66666667,8/22/2020,"Las Vegas, Nevada, USA",USA
Mariya Agapova,Shana Dobson,-1430,750,6.993006993,750,8/22/2020,"Las Vegas, Nevada, USA",USA
Daniel Rodriguez,Dwight Grant,-230,180,43.47826087,180,8/22/2020,"Las Vegas, Nevada, USA",USA
Amanda Lemos,Mizuki Inoue,110,-137,110,72.99270073,8/22/2020,"Las Vegas, Nevada, USA",USA
Austin Hubbard,Joe Solecki,-112,-112,89.28571429,89.28571429,8/22/2020,"Las Vegas, Nevada, USA",USA
Ike Villanueva,Jordan Wright,104,-129,104,77.51937984,8/22/2020,"Las Vegas, Nevada, USA",USA
Carlton Minus,Matthew Semelsberger,-118,-106,84.74576271,94.33962264,8/22/2020,"Las Vegas, Nevada, USA",USA
Timur Valiev,Trevin Jones,-560,387,17.85714286,387,8/22/2020,"Las Vegas, Nevada, USA",USA
Stipe Miocic,Daniel Cormier,-106,-112,94.33962264,89.28571429,8/15/2020,"Las Vegas, Nevada, USA",USA
Sean O'Malley,Marlon Vera,-305,240,32.78688525,240,8/15/2020,"Las Vegas, Nevada, USA",USA
Junior Dos Santos,Jairzinho Rozenstruik,115,-143,115,69.93006993,8/15/2020,"Las Vegas, Nevada, USA",USA
John Dodson,Merab Dvalishvili,188,-240,188,41.66666667,8/15/2020,"Las Vegas, Nevada, USA",USA
Jim Miller,Vinc Pichel,100,-124,100,80.64516129,8/15/2020,"Las Vegas, Nevada, USA",USA
Ashley Yoder,Livinha Souza,130,-162,130,61.72839506,8/15/2020,"Las Vegas, Nevada, USA",USA
Felice Herrig,Virna Jandiroba,240,-315,240,31.74603175,8/15/2020,"Las Vegas, Nevada, USA",USA
Herbert Burns,Daniel Pineda,-286,225,34.96503497,225,8/15/2020,"Las Vegas, Nevada, USA",USA
TJ Brown,Danny Chavez,-167,130,59.88023952,130,8/15/2020,"Las Vegas, Nevada, USA",USA
Chris Daukaus,Parker Porter,-106,-118,94.33962264,84.74576271,8/15/2020,"Las Vegas, Nevada, USA",USA
Derrick Lewis,Aleksei Oleinik,-200,160,50,160,8/8/2020,"Las Vegas, Nevada, USA",USA
Omari Akhmedov,Chris Weidman,115,-141,115,70.92198582,8/8/2020,"Las Vegas, Nevada, USA",USA
Maki Pitolo,Darren Stewart,125,-155,125,64.51612903,8/8/2020,"Las Vegas, Nevada, USA",USA
Yana Kunitskaya,Julija Stoliarenko,-190,150,52.63157895,150,8/8/2020,"Las Vegas, Nevada, USA",USA
Beneil Dariush,Scott Holtzman,-200,160,50,160,8/8/2020,"Las Vegas, Nevada, USA",USA
Tim Means,Laureano Staropoli,120,-150,120,66.66666667,8/8/2020,"Las Vegas, Nevada, USA",USA
Kevin Holland,Joaquin Buckley,-455,333,21.97802198,333,8/8/2020,"Las Vegas, Nevada, USA",USA
Nasrat Haqparast,Alex Munoz,-240,188,41.66666667,188,8/8/2020,"Las Vegas, Nevada, USA",USA
Andrew Sanchez,Wellington Turman,130,-162,130,61.72839506,8/8/2020,"Las Vegas, Nevada, USA",USA
Gavin Tucker,Justin Jaynes,-139,112,71.94244604,112,8/8/2020,"Las Vegas, Nevada, USA",USA
Youssef Zalal,Peter Barrett,-480,340,20.83333333,340,8/8/2020,"Las Vegas, Nevada, USA",USA
Irwin Rivera,Ali Qaisi,-186,148,53.76344086,148,8/8/2020,"Las Vegas, Nevada, USA",USA
Derek Brunson,Edmen Shahbazyan,275,-360,275,27.77777778,8/1/2020,"Las Vegas, Nevada, USA",USA
Joanne Calderwood,Jennifer Maia,-162,130,61.72839506,130,8/1/2020,"Las Vegas, Nevada, USA",USA
Vicente Luque,Randy Brown,-200,160,50,160,8/1/2020,"Las Vegas, Nevada, USA",USA
Lando Vannata,Bobby Green,-162,130,61.72839506,130,8/1/2020,"Las Vegas, Nevada, USA",USA
Frankie Saenz,Jonathan Martinez,200,-250,200,40,8/1/2020,"Las Vegas, Nevada, USA",USA
Johnny Munoz,Nate Maness,110,-137,110,72.99270073,8/1/2020,"Las Vegas, Nevada, USA",USA
Jamall Emmers,Vince Cachero,-360,265,27.77777778,265,8/1/2020,"Las Vegas, Nevada, USA",USA
Robert Whittaker,Darren Till,-130,107,76.92307692,107,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Mauricio Rua,Rogerio Nogueira,-190,150,52.63157895,150,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Fabricio Werdum,Alexander Gustafsson,260,-335,260,29.85074627,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Carla Esparza,Marina Rodriguez,145,-182,145,54.94505495,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Paul Craig,Gadzhimurad Antigulov,-137,110,72.99270073,110,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Alex Oliveira,Peter Sobotta,-182,145,54.94505495,145,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Khamzat Chimaev,Rhys McKee,-1250,700,8,700,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Francisco Trinaldo,Jai Herbert,-134,108,74.62686567,108,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Nicolas Dalby,Jesse Ronson,-265,205,37.73584906,205,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Tom Aspinall,Jake Collier,-278,220,35.97122302,220,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Movsar Evloev,Mike Grundy,-200,161,50,161,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Tanner Boser,Raphael Pessoa,-278,220,35.97122302,220,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Bethe Correia,Pannie Kianzad,131,-162,131,61.72839506,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Ramazan Emeev,Niklas Stolze,-400,300,25,300,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Nathaniel Wood,John Castaneda,-455,320,21.97802198,320,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Deiveson Figueiredo,Joseph Benavidez,-225,180,44.44444444,180,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Jack Hermansson,Kelvin Gastelum,-112,-112,89.28571429,89.28571429,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Marc Diakiese,Rafael Fiziev,-167,135,59.88023952,135,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Ariane Lipski,Luana Carolina,-125,100,80,100,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Alexandre Pantoja,Askar Askarov,-210,165,47.61904762,165,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Roman Dolidze,Khadis Ibragimov,-167,135,59.88023952,135,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Grant Dawson,Nad Narimani,-250,195,40,195,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Joe Duffy,Joel Alvarez,-335,250,29.85074627,250,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Brett Johns,Montel Jackson,170,-215,170,46.51162791,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Malcolm Gordon,Amir Albazi,135,-167,135,59.88023952,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Davi Ramos,Arman Tsarukyan,160,-200,160,50,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Carlos Felipe,Serghei Spivac,140,-177,140,56.49717514,7/18/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Calvin Kattar,Dan Ige,-286,220,29.85074627,245,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Tim Elliott,Ryan Benoit,-141,112,80,100,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Jimmie Rivera,Cody Stamann,-141,112,70.92198582,112,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Molly McCann,Taila Santos,-152,120,80,100,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Abdul Razak Alhassan,Mounir Lazzez,-345,260,28.98550725,260,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
John Phillips,Khamzat Chimaev,271,-375,260,28.98550725,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Ricardo Ramos,Lerone Murphy,-162,130,61.72839506,130,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Modestas Bukauskas,Andreas Michailidis,-177,140,47.61904762,165,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Jared Gordon,Chris Fishgold,-143,115,66.66666667,120,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Diana Belbita,Liana Jojua,-195,155,59.88023952,135,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Jack Shore,Aaron Phillips,-715,475,13.98601399,475,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Kamaru Usman,Jorge Masvidal,-240,190,41.66666667,190,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Alexander Volkanovski,Max Holloway,-210,170,47.61904762,170,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Petr Yan,Jose Aldo,-215,175,46.51162791,175,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Jessica Andrade,Rose Namajunas,175,-215,175,46.51162791,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Amanda Ribas,Paige VanZant,-770,500,12.98701299,500,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Volkan Oezdemir,Jiri Prochazka,-159,129,62.89308176,129,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Elizeu Zaleski dos Santos,Muslim Salikhov,108,-134,108,74.62686567,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Makwan Amirkhani,Danny Henry,-215,170,46.51162791,170,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Leonardo Santos,Roman Bogatov,-177,145,56.49717514,145,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Marcin Tybura,Maxim Grishin,-112,-112,89.28571429,89.28571429,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Raulian Paiva,Zhalgas Zhamagulov,-180,142,55.55555556,142,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Karol Rosa,Vanessa Melo,-250,195,40,195,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Martin Day,Davey Grant,-162,130,61.72839506,130,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates
Dustin Poirier,Dan Hooker,-225,180,44.44444444,180,6/27/2020,"Las Vegas, Nevada, USA",USA
Mike Perry,Mickey Gall,-315,235,31.74603175,235,6/27/2020,"Las Vegas, Nevada, USA",USA
Brendan Allen,Kyle Daukaus,-305,235,32.78688525,235,6/27/2020,"Las Vegas, Nevada, USA",USA
Gian Villante,Maurice Greene,180,-230,180,43.47826087,6/27/2020,"Las Vegas, Nevada, USA",USA
Luis Pena,Khama Worthy,-250,195,40,195,6/27/2020,"Las Vegas, Nevada, USA",USA
Mara Romero Borella,Miranda Maverick,230,-305,230,32.78688525,6/27/2020,"Las Vegas, Nevada, USA",USA
Philipe Lins,Tanner Boser,-112,-112,89.28571429,89.28571429,6/27/2020,"Las Vegas, Nevada, USA",USA
Sean Woodson,Julian Erosa,-455,325,21.97802198,325,6/27/2020,"Las Vegas, Nevada, USA",USA
Takashi Sato,Jason Witt,-278,215,35.97122302,215,6/27/2020,"Las Vegas, Nevada, USA",USA
Kay Hansen,Jinh Yu Frey,-175,138,57.14285714,138,6/27/2020,"Las Vegas, Nevada, USA",USA
Jordan Griffin,Youssef Zalal,-106,-114,94.33962264,87.71929825,6/27/2020,"Las Vegas, Nevada, USA",USA
Curtis Blaydes,Alexander Volkov,-400,325,25,325,6/20/2020,"Las Vegas, Nevada, USA",USA
Josh Emmett,Shane Burgos,120,-140,120,71.42857143,6/20/2020,"Las Vegas, Nevada, USA",USA
Raquel Pennington,Marion Reneau,-160,140,62.5,140,6/20/2020,"Las Vegas, Nevada, USA",USA
Belal Muhammad,Lyman Good,-130,110,76.92307692,110,6/20/2020,"Las Vegas, Nevada, USA",USA
Jim Miller,Roosevelt Roberts,200,-240,200,41.66666667,6/20/2020,"Las Vegas, Nevada, USA",USA
Clay Guida,Bobby Green,195,-235,195,42.55319149,6/20/2020,"Las Vegas, Nevada, USA",USA
Tecia Torres,Brianna Van Buren,175,-210,175,47.61904762,6/20/2020,"Las Vegas, Nevada, USA",USA
Marc-Andre Barriault,Oskar Piechota,100,-120,100,83.33333333,6/20/2020,"Las Vegas, Nevada, USA",USA
Cortney Casey,Gillian Robertson,100,-120,100,83.33333333,6/20/2020,"Las Vegas, Nevada, USA",USA
Frank Camacho,Justin Jaynes,-340,280,29.41176471,280,6/20/2020,"Las Vegas, Nevada, USA",USA
Roxanne Modafferi,Lauren Murphy,-125,105,80,105,6/20/2020,"Las Vegas, Nevada, USA",USA
Austin Hubbard,Max Rohskopf,160,-185,160,54.05405405,6/20/2020,"Las Vegas, Nevada, USA",USA
Jessica Eye,Cynthia Calvillo,120,-130,120,76.92307692,6/13/2020,"Las Vegas, Nevada, USA",USA
Karl Roberson,Marvin Vettori,210,-230,210,43.47826087,6/13/2020,"Las Vegas, Nevada, USA",USA
Charles Rosa,Kevin Aguilar,170,-185,170,54.05405405,6/13/2020,"Las Vegas, Nevada, USA",USA
Andre Fili,Charles Jourdain,-220,200,45.45454545,200,6/13/2020,"Las Vegas, Nevada, USA",USA
Jordan Espinosa,Mark De La Rosa,-167,157,59.88023952,157,6/13/2020,"Las Vegas, Nevada, USA",USA
Mariya Agapova,Hannah Cifers,-335,305,29.85074627,305,6/13/2020,"Las Vegas, Nevada, USA",USA
Merab Dvalishvili,Gustavo Lopez,-800,635,12.5,635,6/13/2020,"Las Vegas, Nevada, USA",USA
Julia Avila,Gina Mazany,-575,485,17.39130435,485,6/13/2020,"Las Vegas, Nevada, USA",USA
Tyson Nam,Zarrukh Adashev,-135,125,74.07407407,125,6/13/2020,"Las Vegas, Nevada, USA",USA
Anthony Ivy,Christian Aguilera,-185,170,54.05405405,170,6/13/2020,"Las Vegas, Nevada, USA",USA
Amanda Nunes,Felicia Spencer,-600,450,16.66666667,450,6/6/2020,"Las Vegas, Nevada, USA",USA
Raphael Assuncao,Cody Garbrandt,120,-140,120,71.42857143,6/6/2020,"Las Vegas, Nevada, USA",USA
Aljamain Sterling,Cory Sandhagen,-115,-105,86.95652174,95.23809524,6/6/2020,"Las Vegas, Nevada, USA",USA
Neil Magny,Anthony Rocco Martin,-135,115,74.07407407,115,6/6/2020,"Las Vegas, Nevada, USA",USA
Eddie Wineland,Sean O'Malley,400,-500,400,20,6/6/2020,"Las Vegas, Nevada, USA",USA
Alex Caceres,Chase Hooper,168,-195,168,51.28205128,6/6/2020,"Las Vegas, Nevada, USA",USA
Ian Heinisch,Gerald Meerschaert,-130,110,76.92307692,110,6/6/2020,"Las Vegas, Nevada, USA",USA
Cody Stamann,Brian Kelleher,-250,210,40,210,6/6/2020,"Las Vegas, Nevada, USA",USA
Charles Byrd,Maki Pitolo,-175,155,57.14285714,155,6/6/2020,"Las Vegas, Nevada, USA",USA
Jussier Formiga,Alex Perez,115,-135,115,74.07407407,6/6/2020,"Las Vegas, Nevada, USA",USA
Alonzo Menifield,Devin Clark,-225,185,44.44444444,185,6/6/2020,"Las Vegas, Nevada, USA",USA
Evan Dunham,Herbert Burns,185,-225,185,44.44444444,6/6/2020,"Las Vegas, Nevada, USA",USA
Tyron Woodley,Gilbert Burns,-170,150,58.82352941,150,5/30/2020,"Las Vegas, Nevada, USA",USA
Blagoy Ivanov,Augusto Sakai,-105,-115,95.23809524,86.95652174,5/30/2020,"Las Vegas, Nevada, USA",USA
Billy Quarantillo,Spike Carlyle,-130,110,76.92307692,110,5/30/2020,"Las Vegas, Nevada, USA",USA
Roosevelt Roberts,Brok Weaver,-360,300,27.77777778,300,5/30/2020,"Las Vegas, Nevada, USA",USA
Mackenzie Dern,Hannah Cifers,-420,335,23.80952381,335,5/30/2020,"Las Vegas, Nevada, USA",USA
Katlyn Chookagian,Antonina Shevchenko,110,-130,110,76.92307692,5/30/2020,"Las Vegas, Nevada, USA",USA
Daniel Rodriguez,Gabe Green,-335,275,29.85074627,275,5/30/2020,"Las Vegas, Nevada, USA",USA
Jamahal Hill,Klidson Abreu,-117,-103,85.47008547,97.08737864,5/30/2020,"Las Vegas, Nevada, USA",USA
Tim Elliott,Brandon Royval,-162,142,61.72839506,142,5/30/2020,"Las Vegas, Nevada, USA",USA
Louis Smolka,Casey Kenney,230,-270,230,37.03703704,5/30/2020,"Las Vegas, Nevada, USA",USA
Chris Gutierrez,Vince Morales,-110,-110,90.90909091,90.90909091,5/30/2020,"Las Vegas, Nevada, USA",USA
Alistair Overeem,Walt Harris,135,-155,135,64.51612903,5/16/2020,"Jacksonville, Florida, USA",USA
Claudia Gadelha,Angela Hill,-255,215,39.21568627,215,5/16/2020,"Jacksonville, Florida, USA",USA
Dan Ige,Edson Barboza,112,-132,112,75.75757576,5/16/2020,"Jacksonville, Florida, USA",USA
Krzysztof Jotko,Eryk Anders,-105,-105,95.23809524,95.23809524,5/16/2020,"Jacksonville, Florida, USA",USA
Song Yadong,Marlon Vera,-200,170,50,170,5/16/2020,"Jacksonville, Florida, USA",USA
Miguel Baeza,Matt Brown,-155,-155,64.51612903,64.51612903,5/16/2020,"Jacksonville, Florida, USA",USA
Kevin Holland,Anthony Hernandez,-110,-110,90.90909091,90.90909091,5/16/2020,"Jacksonville, Florida, USA",USA
Giga Chikadze,Irwin Rivera,-420,335,23.80952381,335,5/16/2020,"Jacksonville, Florida, USA",USA
Nate Landwehr,Darren Elkins,100,-120,100,83.33333333,5/16/2020,"Jacksonville, Florida, USA",USA
Cortney Casey,Mara Romero Borella,-185,160,54.05405405,160,5/16/2020,"Jacksonville, Florida, USA",USA
Rodrigo Nascimento,Don'Tale Mayes,-115,-105,86.95652174,95.23809524,5/16/2020,"Jacksonville, Florida, USA",USA
Anthony Smith,Glover Teixeira,-175,155,57.14285714,155,5/13/2020,"Jacksonville, Florida, USA",USA
Ben Rothwell,Ovince Saint Preux,112,-132,112,75.75757576,5/13/2020,"Jacksonville, Florida, USA",USA
Alexander Hernandez,Drew Dober,100,-120,100,83.33333333,5/13/2020,"Jacksonville, Florida, USA",USA
Ricky Simon,Ray Borg,-170,150,58.82352941,150,5/13/2020,"Jacksonville, Florida, USA",USA
Andrei Arlovski,Philipe Lins,130,-150,130,66.66666667,5/13/2020,"Jacksonville, Florida, USA",USA
Michael Johnson,Thiago Moises,-110,-110,90.90909091,90.90909091,5/13/2020,"Jacksonville, Florida, USA",USA
Sijara Eubanks,Sarah Moras,-370,310,27.02702703,310,5/13/2020,"Jacksonville, Florida, USA",USA
Gabriel Benitez,Omar Morales,160,-185,160,54.05405405,5/13/2020,"Jacksonville, Florida, USA",USA
Hunter Azure,Brian Kelleher,-200,170,50,170,5/13/2020,"Jacksonville, Florida, USA",USA
Chase Sherman,Ike Villanueva,-160,140,62.5,140,5/13/2020,"Jacksonville, Florida, USA",USA
Vicente Luque,Niko Price,-290,245,34.48275862,245,5/9/2020,"Jacksonville, Florida, USA",USA
Bryce Mitchell,Charles Rosa,-155,135,64.51612903,135,5/9/2020,"Jacksonville, Florida, USA",USA
Ryan Spann,Sam Alvey,-420,335,23.80952381,335,5/9/2020,"Jacksonville, Florida, USA",USA
Anthony Pettis,Donald Cerrone,-135,115,74.07407407,115,5/9/2020,"Jacksonville, Florida, USA",USA
Aleksei Oleinik,Fabricio Werdum,270,-330,270,30.3030303,5/9/2020,"Jacksonville, Florida, USA",USA
Carla Esparza,Michelle Waterson,-155,135,64.51612903,135,5/9/2020,"Jacksonville, Florida, USA",USA
Uriah Hall,Jacare Souza,115,-135,115,74.07407407,5/9/2020,"Jacksonville, Florida, USA",USA
Tony Ferguson,Justin Gaethje,-180,158,55.55555556,158,5/9/2020,"Jacksonville, Florida, USA",USA
Henry Cejudo,Dominick Cruz,-225,185,44.44444444,185,5/9/2020,"Jacksonville, Florida, USA",USA
Francis Ngannou,Jairzinho Rozenstruik,-265,225,37.73584906,225,5/9/2020,"Jacksonville, Florida, USA",USA
Jeremy Stephens,Calvin Kattar,210,-250,210,40,5/9/2020,"Jacksonville, Florida, USA",USA
Greg Hardy,Yorgan De Castro,-200,170,50,170,5/9/2020,"Jacksonville, Florida, USA",USA
Kevin Lee,Charles Oliveira,-145,135,68.96551724,135,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Demian Maia,Gilbert Burns,160,-170,160,58.82352941,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Renato Moicano,Damir Hadzovic,-345,315,28.98550725,315,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Johnny Walker,Nikita Krylov,-137,127,72.99270073,127,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Francisco Trinaldo,John Makdessi,-160,150,62.5,150,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Jussier Formiga,Brandon Moreno,-150,140,66.66666667,140,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Amanda Ribas,Randa Markos,-345,315,28.98550725,315,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Elizeu Dos Santos,Aleksei Kunchenko,-122,112,81.96721311,112,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Mayra Bueno Silva,Maryna Moroz,-140,130,71.42857143,130,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Bruno Silva,David Dvorak,-110,100,90.90909091,100,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Veronica Macedo,Bea Malecki,-155,145,64.51612903,145,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil
Israel Adesanya,Yoel Romero,-260,240,38.46153846,240,3/7/2020,"Las Vegas, Nevada, USA",USA
Weili Zhang,Joanna Jedrzejczyk,-185,170,54.05405405,170,3/7/2020,"Las Vegas, Nevada, USA",USA
Beneil Dariush,Drakkar Klose,-162,152,61.72839506,152,3/7/2020,"Las Vegas, Nevada, USA",USA
Neil Magny,Li Jingliang,157,-167,157,59.88023952,3/7/2020,"Las Vegas, Nevada, USA",USA
Alex Oliveira,Max Griffin,-125,115,80,115,3/7/2020,"Las Vegas, Nevada, USA",USA
